Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
SXSSP2574_Sanxia_tombus-like_virus_6,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SXXX37849_Sanxia_tombus-like_virus_9,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
SXXX7002_Sanxia_tombus-like_virus_4,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
UTQ50976.1_Tomato_associated_tombus-like_virus_1_Solanum_lycopersicum_1115,Tombusviridae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WGML125257_Hubei_tombus-like_virus_36,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WGML146568_Hubei_tombus-like_virus_43,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WGML3549_Hubei_tombus-like_virus_35,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WGML9144_Hubei_tombus-like_virus_39,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL63242_Hubei_tombus-like_virus_9,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL67076_Hubei_tombus-like_virus_33,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL69613_Hubei_tombus-like_virus_25,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL71139_Hubei_tombus-like_virus_32,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL71803_Hubei_tombus-like_virus_12,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL72297_Hubei_tombus-like_virus_37,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL72658_Hubei_unio_douglasiae_virus_2,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL72828_Hubei_tombus-like_virus_31,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHBL73047_Hubei_tombus-like_virus_34,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHCC112361_Hubei_tombus-like_virus_10,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHCCII10556_Wuhan_insect_virus_35_RdRp,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHCCII13077_Wuhan_insect_virus_21_RdRp,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHCCII13249_Hubei_tombus-like_virus_23,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHCCII13323_Hubei_tombus-like_virus_19,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHSFII11317_Hubei_tombus-like_virus_11,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHWG56034_Hubei_tombus-like_virus_38,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHYY18977_Hubei_tombus-like_virus_13,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WHYY21098_Hubei_tombus-like_virus_15,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WLJQ100551_Wenling_tombus-like_virus_4,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WLJQ104103_Wenling_tombus-like_virus_5,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WLJQ104192_Wenling_tombus-like_virus_1,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WLJQ104302_Wenling_tombus-like_virus_2,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WLJQ76752_Wenling_tombus-like_virus_3,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL15005_Wenzhou_tombus-like_virus_14,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL44625_Wenzhou_tombus-like_virus_7,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL57346_Wenzhou_tombus-like_virus_10,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL70232_Wenzhou_tombus-like_virus_15,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL78689_Wenzhou_tombus-like_virus_16,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL80420_Wenzhou_tombus-like_virus_13,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL82820_Wenzhou_tombus-like_virus_17,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZFSL84432_Wenzhou_tombus-like_virus_12,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZRBX43276_Wenzhou_crab_virus_4,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
WZSLuoI85212_Wenzhou_tombus-like_virus_9,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
XZSJSC65582_Xinzhou_nematode_virus_7,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
YYSZX17783_Beihai_tombus-like_virus_4,Tombusviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|||
CJLX30495_Changjiang_tombus-like_virus_3,Tombusviridae_Calvusvirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Calvusvirinae,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Calvusvirinae||
umbra_NC_001726_Carrot_mottle_mimic_virus,Tombusviridae_Calvusvirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Calvusvirinae,Umbravirus,Umbravirus carotae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Calvusvirinae|Umbravirus|Umbravirus carotae
umbra_NC_003603_Groundnut_rosette_virus,Tombusviridae_Calvusvirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Calvusvirinae,Umbravirus,Umbravirus arachidis,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Calvusvirinae|Umbravirus|Umbravirus arachidis
umbra_NC_003853_Pea_enation_mosaic_virus-2,Tombusviridae_Calvusvirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Calvusvirinae,Umbravirus,Umbravirus pisi,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Calvusvirinae|Umbravirus|Umbravirus pisi
umbra_NC_004366_Tobacco_bushy_top_virus,Tombusviridae_Calvusvirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Calvusvirinae,Umbravirus,Umbravirus nicotianae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Calvusvirinae|Umbravirus|Umbravirus nicotianae
umbra_NC_011515_Carrot_mottle_virus,Tombusviridae_Calvusvirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Calvusvirinae,Umbravirus,Umbravirus maculacarotae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Calvusvirinae|Umbravirus|Umbravirus maculacarotae
umbra_NC_024808_Ethiopian_tobacco_bushy_top_virus,Tombusviridae_Calvusvirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Calvusvirinae,Umbravirus,Umbravirus ethiopiaense,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Calvusvirinae|Umbravirus|Umbravirus ethiopiaense
AGC04692.1_Cucurbit_carmovirus_Cucumis_melo_798,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Gammacarmovirus,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Gammacarmovirus|
AXP98766.1_Elderberry_aureusvirus_1_Sambucus_nigra_759,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Aureusvirus,Aureusvirus sambuci,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Aureusvirus|Aureusvirus sambuci
luteo_NC_002160_Barley_yellow_dwarf_virus-PAS,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Luteovirus,Luteovirus pashordei,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Luteovirus|Luteovirus pashordei
luteo_NC_003056_Soybean_dwarf_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Luteovirus,Luteovirus glycinis,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Luteovirus|Luteovirus glycinis
luteo_NC_003369_Bean_leafroll_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Luteovirus,Luteovirus phaseoli,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Luteovirus|Luteovirus phaseoli
luteo_NC_003680_Barley_yellow_dwarf_virus-MAV,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Luteovirus,Luteovirus mavhordei,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Luteovirus|Luteovirus mavhordei
luteo_NC_010806_Rose_spring_dwarf-associated_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Luteovirus,Luteovirus rosae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Luteovirus|Luteovirus rosae
QKE44131.1_Forsythia_suspensa_tombusvirus_Forsythia_suspensa_532,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae||
QKI28846.1_Ginkgo_biloba_tombusvirus_Ginkgo_biloba_500,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae||
QMQ39166.1_Sugarcane_umbra-like_virus_Saccharum_officinarum_708,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae||
SCJXSX39078_Beihai_tombus-like_virus_1,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,,,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae||
tombus_NC_001265_Carnation_mottle_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Alphacarmovirus,Alphacarmovirus dianthi,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Alphacarmovirus|Alphacarmovirus dianthi
tombus_NC_001469_Cucumber_necrosis_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Tombusvirus,Tombusvirus cucumis,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Tombusvirus|Tombusvirus cucumis
tombus_NC_001504_Melon_necrotic_spot_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Gammacarmovirus,Gammacarmovirus melonis,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Gammacarmovirus|Gammacarmovirus melonis
tombus_NC_001554_Tomato_bushy_stunt_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Tombusvirus,Tombusvirus lycopersici,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Tombusvirus|Tombusvirus lycopersici
tombus_NC_001777_Tobacco_necrosis_virus_A,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Alphanecrovirus,Alphanecrovirus nicotianae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Alphanecrovirus|Alphanecrovirus nicotianae
tombus_NC_001780_Saguaro_cactus_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Alphacarmovirus,Alphacarmovirus cacti,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Alphacarmovirus|Alphacarmovirus cacti
tombus_NC_001818_Galinsoga_mosaic_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Gallantivirus,Gallantivirus galinsogae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Gallantivirus|Gallantivirus galinsogae
tombus_NC_001822_Leek_white_stripe_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Betanecrovirus,Betanecrovirus porri,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Betanecrovirus|Betanecrovirus porri
tombus_NC_002187_Japanese_iris_necrotic_ring_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Betacarmovirus,Betacarmovirus iridis,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Betacarmovirus|Betacarmovirus iridis
tombus_NC_002598_Panicum_mosaic_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Panicovirus,Panicovirus panici,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Panicovirus|Panicovirus panici
tombus_NC_003487_Tobacco_necrosis_virus_D,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Betanecrovirus,Betanecrovirus nicotianae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Betanecrovirus|Betanecrovirus nicotianae
tombus_NC_003500_Carnation_Italian_ringspot_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Tombusvirus,Tombusvirus dianthi,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Tombusvirus|Tombusvirus dianthi
tombus_NC_003532_Cymbidium_ringspot_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Tombusvirus,Tombusvirus cymbidii,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Tombusvirus|Tombusvirus cymbidii
tombus_NC_003535_Cowpea_mottle_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Gammacarmovirus,Gammacarmovirus vignae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Gammacarmovirus|Gammacarmovirus vignae
tombus_NC_003608_Hibiscus_chlorotic_ringspot_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Betacarmovirus,Betacarmovirus hibisci,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Betacarmovirus|Betacarmovirus hibisci
tombus_NC_003627_Maize_chlorotic_mottle_virus,Tombusviridae_Procedovirinae,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Tolucaviricetes,Tolivirales,,Tombusviridae,Procedovirinae,Machlomovirus,Machlomovirus zeae,,Tombus-Noda,Riboviria|Orthornavirae|Kitrinoviricota||Tolucaviricetes|Tolivirales||Tombusviridae|Procedovirinae|Machlomovirus|Machlomovirus zeae
