Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
BHTH14652_Mono-Chu_Beihai_barnacle_virus_8,Artoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Artoviridae,,Hexartovirus,Hexartovirus cirripedis,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Artoviridae||Hexartovirus|Hexartovirus cirripedis
BHTSS15727_Mono-Chu_Beihai_rhabdo-like_virus_1,Artoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Artoviridae,,Peropuvirus,Peropuvirus beihaiense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Artoviridae||Peropuvirus|Peropuvirus beihaiense
BHTSS7258_Mono-Chu_Beihai_rhabdo-like_virus_2,Artoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Artoviridae,,Peropuvirus,Peropuvirus lignarii,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Artoviridae||Peropuvirus|Peropuvirus lignarii
QTM19395_Mono-Chu_Hubei_rhabdo-like_virus_8,Artoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Artoviridae,,Peropuvirus,Peropuvirus dentati,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Artoviridae||Peropuvirus|Peropuvirus dentati
QTM24798_Mono-Chu_Hubei_rhabdo-like_virus_6,Artoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Artoviridae,,Peropuvirus,Peropuvirus hubeiense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Artoviridae||Peropuvirus|Peropuvirus hubeiense
WHSFII19440_Mono-Chu_Hubei_rhabdo-like_virus_5,Artoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Artoviridae,,Peropuvirus,Peropuvirus juli,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Artoviridae||Peropuvirus|Peropuvirus juli
AVM87541.1_Wuhan_sharpbelly_bornavirus,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Cultervirus,Cultervirus hemicultri,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Cultervirus|Cultervirus hemicultri
NP_042024_Borna_disease_virus,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus bornaense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus bornaense
YP_009041461_Canary_bornavirus_3,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus serini,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus serini
YP_009055063.1_Loveridges_garter_snake_virus_1,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus elapsoideae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus elapsoideae
YP_009237647.1_Aquatic_bird_bornavirus_1,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus avisaquaticae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus avisaquaticae
YP_009268904_Parrot_bornavirus_7,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus alphapsittaciforme,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus alphapsittaciforme
YP_009268910.1_Canary_bornavirus_1,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus serini,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus serini
YP_009269418.1_Variegated_squirrel_bornavirus_1,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus sciuri,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus sciuri
YP_009512933.1_Parrot_bornavirus_1,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus alphapsittaciforme,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus alphapsittaciforme
YP_009512939.1_Parrot_bornavirus_5,Bornaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,,Bornaviridae,,Orthobornavirus,Orthobornavirus betapsittaciforme,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales||Bornaviridae||Orthobornavirus|Orthobornavirus betapsittaciforme
CC60948_Mono-Chu_Wuhan_Louse_Fly_Virus_6_KM817606,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Boscovirus,Boscovirus hypoboscidae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Boscovirus|Boscovirus hypoboscidae
CC64638_Mono-Chu_Wuhan_Louse_Fly_Virus_7_KM817609,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Boscovirus,Boscovirus hippoboscidae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Boscovirus|Boscovirus hippoboscidae
WLJQ104130_Mono-Chu_Wenling_crustacean_virus_14_RdRp,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Chuvivirus,Chuvivirus brunnichi,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Chuvivirus|Chuvivirus brunnichi
WZRBX33387_Mono-Chu_Wenzhou_crab_virus_2_KM817601,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Chuvivirus,Chuvivirus canceris,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Chuvivirus|Chuvivirus canceris
mosHB234429_Mono-Chu_Wuhan_Mosquito_Virus_8_KM817610,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Culicidavirus,Culicidavirus culicidae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Culicidavirus|Culicidavirus culicidae
insectZJ96406_Mono-Chu_Shuangao_Lacewing_Virus_KM817613,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Mivirus,Lacewing mivirus,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Mivirus|Lacewing mivirus
liyanpi38669_Mono-Chu_Bole_Tick_Virus_3_KM817593,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Mivirus,Mivirus boleense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Mivirus|Mivirus boleense
microplus180_Mono-Chu_Wuhan_tick_virus_2_KM817611,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Mivirus,Mivirus wuhanense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Mivirus|Mivirus wuhanense
tick109087_Mono-Chu_Changping_Tick_Virus_2_KM817594,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Mivirus,Mivirus changpingense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Mivirus|Mivirus changpingense
tick109151_Mono-Chu_Changping_Tick_Virus_3_KM817595,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Mivirus,Mivirus dermacentoris,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Mivirus|Mivirus dermacentoris
tick107216_Mono-Chu_Tacheng_Tick_Virus_4_KM817599,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Morsusvirus,Morsusvirus argatis,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Morsusvirus|Morsusvirus argatis
QTM161788_Mono-Chu_Hubei_odonate_virus_11,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Odonatavirus,Odonatavirus fabricii,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Odonatavirus|Odonatavirus fabricii
BHTH10927_Mono-Chu_Beihai_barnacle_virus_9,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Pediavirus,Pediavirus cirripedis,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Pediavirus|Pediavirus cirripedis
SXXX37205_Mono-Chu_Sanxia_atyid_shrimp_virus_4,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Piscichuvirus,Piscichuvirus sanxiaense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Piscichuvirus|Piscichuvirus sanxiaense
QTM26249_Mono-Chu_Hubei_chuvirus-like_virus_1_RdRp,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Scarabeuvirus,Scarabeuvirus hubeiense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Scarabeuvirus|Scarabeuvirus hubeiense
QTM26698_Mono-Chu_Hubei_chuvirus-like_virus_3,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Scarabeuvirus,Scarabeuvirus dentati,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Scarabeuvirus|Scarabeuvirus dentati
spider122673_Mono-Chu_Hubei_chuvirus-like_virus_2_KM817597,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Scarabeuvirus,Scarabeuvirus lishiense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Scarabeuvirus|Scarabeuvirus lishiense
ZL15189_Mono-Chu_Wuchang_Cockroach_Virus_3_KM817604,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Scarabeuvirus,Scarabeuvirus blattae,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Scarabeuvirus|Scarabeuvirus blattae
WLJQ91782_Mono-Chu_Wenling_crustacean_virus_15,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,Taceavirus,Taceavirus wenlingense,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae||Taceavirus|Taceavirus wenlingense
BHJJX21702_Mono-Chu_Beihai_hermit_crab_virus_3,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
fly96273_Mono-Chu_Shayang_Fly_Virus_1_KM817598,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
insectZJ97300_Mono-Chu_Shuangao_Fly_Virus_1_KM817612,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
insectZJ98107_Mono-Chu_Shuangao_Insect_Virus_5_KM817614,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
QCM109726_Mono-Chu_Hubei_coleoptera_virus_3,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
SSZZ6973_Mono-Chu_Hubei_chuvirus-like_virus_4,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
tick109154_Mono-Chu_Tacheng_Tick_Virus_5_KM817600,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
UVF62169.1_Bat_faecal_associated_chuvirus_2_Pteropus_poliocephalus_2482,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
WGML66308_Mono-Chu_Hubei_myriapoda_virus_8,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
WLJQ101487_Mono-Chu_Beihai_chuvirus-like_virus_1,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
WLJQ104251_Mono-Chu_Wenling_crustacean_virus_13_RdRp,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
WLJQ104274_Mono-Chu_Beihai_chuvirus-like_virus_2,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
WZRBX18263_Mono-Chu_Wenzhou_crab_virus_3_KM817603,Chuviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes,Jingchuvirales,,Chuviridae,,,,,Mono-Chu,Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Jingchuvirales||Chuviridae|||
